id,partition,genre,fold_no
b1g-fragment02_1191_454_5_1_emphasize,train,academic,2
b1g-fragment02_1191_454_15_1_defined,train,academic,2
b1g-fragment02_1192_455_2_1_noted,train,academic,2
b1g-fragment02_1193_456_7_1_subdivided,train,academic,2
b1g-fragment02_1193_456_11_1_shown,train,academic,2
b1g-fragment02_1193_456_15_1_draws,train,academic,2
b1g-fragment02_1193_456_26_1_separating,train,academic,2
b1g-fragment02_1193_456_36_1_distinguishing,train,academic,2
b1g-fragment02_1193_456_42_1_call,train,academic,2
b1g-fragment02_1195_458_2_1_divides,train,academic,2
b1g-fragment02_1195_458_9_1_result,train,academic,2
b1g-fragment02_1195_458_17_1_manufactured,train,academic,2
b1g-fragment02_1195_458_21_1_originate,train,academic,2
b1g-fragment02_1195_458_29_1_threaten,train,academic,2
b1g-fragment02_1196_459_9_1_produced,train,academic,2
b1g-fragment02_1196_459_14_1_derived,train,academic,2
b1g-fragment02_1197_460_2_1_recognizes,train,academic,2
b1g-fragment02_1198_461_21_1_conveyed,train,academic,2
b1g-fragment02_1199_462_10_1_produce,train,academic,2
b1g-fragment02_1199_462_18_1_resisted,train,academic,2
b1g-fragment02_1200_463_8_1_adopt,train,academic,2
b1g-fragment02_1200_463_15_1_recognizes,train,academic,2
b1g-fragment02_1201_464_7_1_affects,train,academic,2
b1g-fragment02_1202_465_17_1_arise,train,academic,2
b1g-fragment02_1203_466_10_1_exacerbated,train,academic,2
b1g-fragment02_1204_467_4_1_make,train,academic,2
b1g-fragment02_1204_467_15_1_suggest,train,academic,2
b1g-fragment02_1204_467_24_1_scored,train,academic,2
b1g-fragment02_1204_467_25_1_see,train,academic,2
b1g-fragment02_1205_468_8_1_deciding,train,academic,2
b1g-fragment02_1205_468_15_1_play,train,academic,2
b1g-fragment02_1206_469_5_1_persist,train,academic,2
b1g-fragment02_1207_470_6_1_involving,train,academic,2
b1g-fragment02_1207_470_14_1_persist,train,academic,2
b1g-fragment02_1207_470_21_1_delayed,train,academic,2
b1g-fragment02_1207_470_24_1_affect,train,academic,2
b1g-fragment02_1210_473_6_1_thought,train,academic,2
b1g-fragment02_1212_475_5_1_identified,train,academic,2
b1g-fragment02_1212_475_8_1_follow,train,academic,2
b1g-fragment02_1212_475_11_1_assess,train,academic,2
b1g-fragment02_1213_476_4_1_understand,train,academic,2
b1g-fragment02_1213_476_12_1_occurring,train,academic,2
b1g-fragment02_1214_477_7_1_quantify,train,academic,2
b1g-fragment02_1215_478_13_1_becomes,train,academic,2
b1g-fragment02_1215_478_16_1_use,train,academic,2
b1g-fragment02_1215_478_20_1_quantify,train,academic,2
b1g-fragment02_1215_478_25_1_rely,train,academic,2
b1g-fragment02_1216_479_6_1_requires,train,academic,2
b1g-fragment02_1216_479_13_1_known,train,academic,2
b1g-fragment02_1216_479_19_1_stored,train,academic,2
b1g-fragment02_1216_479_21_1_processed,train,academic,2
b1g-fragment02_1217_480_4_1_see,train,academic,2
b1g-fragment02_1217_480_18_1_notified,train,academic,2
b1g-fragment02_1217_480_28_1_handled,train,academic,2
b1g-fragment02_1218_481_5_1_include,train,academic,2
b1g-fragment02_1220_483_1_1_following,train,academic,2
b1g-fragment02_1220_483_7_1_involving,train,academic,2
b1g-fragment02_1220_483_10_1_including,train,academic,2
b1g-fragment02_1220_483_32_1_issued,train,academic,2
b1g-fragment02_1221_484_6_1_referred,train,academic,2
b1g-fragment02_1221_484_13_1_issued,train,academic,2
b1g-fragment02_1221_484_24_1_embodied,train,academic,2
b1g-fragment02_1222_485_6_1_require,train,academic,2
b1g-fragment02_1222_485_12_1_draw,train,academic,2
b1g-fragment02_1222_485_21_1_give,train,academic,2
b1g-fragment02_1222_485_29_1_live,train,academic,2
b1g-fragment02_1222_485_31_1_work,train,academic,2
b1g-fragment02_1224_487_9_1_covered,train,academic,2
b1g-fragment02_1225_488_5_1_stores,train,academic,2
b1g-fragment02_1225_488_11_1_required,train,academic,2
b1g-fragment02_1225_488_14_1_slips,train,academic,2
b1g-fragment02_1225_488_22_1_handling,train,academic,2
b1g-fragment02_1225_488_28_1_covered,train,academic,2
b1g-fragment02_1226_489_10_1_illustrated,train,academic,2
b1g-fragment02_1227_490_16_1_living,train,academic,2
b1g-fragment02_1227_490_19_1_defined,train,academic,2
b1g-fragment02_1228_491_6_1_point,train,academic,2
b1g-fragment02_1228_491_18_1_developing,train,academic,2
b1g-fragment02_1229_492_3_1_include,train,academic,2
b1g-fragment02_1229_492_15_1_include,train,academic,2
b1g-fragment02_1231_494_12_1_simplifying,train,academic,2
b1g-fragment02_1231_494_15_1_needed,train,academic,2
b1g-fragment02_1232_495_9_1_discussed,train,academic,2
b1g-fragment02_1234_497_10_1_proved,train,academic,2
b1g-fragment02_1235_498_13_1_store,train,academic,2
b1g-fragment02_1235_498_30_1_polychlorinated,train,academic,2
b1g-fragment02_1236_499_7_1_given,train,academic,2
b1g-fragment02_1236_499_12_1_summarized,train,academic,2
b1g-fragment02_1237_500_2_1_contrasts,train,academic,2
b1g-fragment02_1238_501_7_1_generated,train,academic,2
b1g-fragment02_1238_501_33_1_generated,train,academic,2
b1g-fragment02_1238_501_41_1_generated,train,academic,2
b1g-fragment02_1239_502_4_1_drawn,train,academic,2
b1g-fragment02_1239_502_16_1_merged,train,academic,2
b1g-fragment02_1239_502_24_1_form,train,academic,2
b1g-fragment02_1240_503_2_1_contain,train,academic,2
b1g-fragment02_1240_503_13_1_generated,train,academic,2
b1g-fragment02_1240_503_15_1_disposed,train,academic,2
b1g-fragment02_1241_504_4_1_required,train,academic,2
b1g-fragment02_1241_504_6_1_produce,train,academic,2
b1g-fragment02_1241_504_14_1_starting,train,academic,2
b1g-fragment02_1241_504_16_1_appear,train,academic,2
b1g-fragment02_1242_505_3_1_contain,train,academic,2
b1g-fragment02_1242_505_18_1_consulted,train,academic,2
b1g-fragment02_1242_505_25_1_permitted,train,academic,2
b1g-fragment02_1242_505_27_1_take,train,academic,2
b1g-fragment02_1243_506_4_1_known,train,academic,2
b1g-fragment02_1243_506_21_1_dumped,train,academic,2
b1g-fragment02_1243_506_31_1_mapped,train,academic,2
b1g-fragment02_1244_507_18_1_examining,train,academic,2
b1g-fragment02_1245_508_10_1_back,train,academic,2
b1g-fragment02_1245_508_22_1_dying,train,academic,2
b1g-fragment02_1246_509_7_1_assess,train,academic,2
b1g-fragment02_1247_510_5_1_focused,train,academic,2
b1g-fragment02_1247_510_25_1_burn,train,academic,2
b1g-fragment02_1248_511_2_1_need,train,academic,2
b1g-fragment02_1248_511_4_1_produce,train,academic,2
b1g-fragment02_1248_511_21_1_accepting,train,academic,2
b1g-fragment02_1250_513_5_1_retain,train,academic,2
b1g-fragment02_1250_513_10_1_discussing,train,academic,2
b1g-fragment02_1251_514_9_1_reviewed,train,academic,2
b1g-fragment02_1252_515_5_1_prepare,train,academic,2
b1g-fragment02_1252_515_9_1_submit,train,academic,2
b1g-fragment02_1253_516_4_1_required,train,academic,2
b1g-fragment02_1253_516_6_1_cover,train,academic,2
b1g-fragment02_1253_516_21_1_played,train,academic,2
b1g-fragment02_1254_517_7_1_contrast,train,academic,2
b1g-fragment02_1254_517_18_1_required,train,academic,2
b1g-fragment02_1254_517_26_1_cover,train,academic,2
b1g-fragment02_1255_518_8_1_declared,train,academic,2
b1g-fragment02_1255_518_18_1_calling,train,academic,2
b1g-fragment02_1256_519_6_1_consulted,train,academic,2
b1g-fragment02_1256_519_9_1_relating,train,academic,2
b1g-fragment02_1257_520_9_1_seems,train,academic,2
b1g-fragment02_1258_521_11_1_undertaken,train,academic,2
b1g-fragment02_1258_521_20_1_recognized,train,academic,2
b1g-fragment02_1258_521_27_1_seems,train,academic,2
b1g-fragment02_1258_521_30_1_rectify,train,academic,2
b1g-fragment02_1259_522_19_1_undertaken,train,academic,2
b1g-fragment02_1260_523_4_1_brought,train,academic,2
b1g-fragment02_1260_523_10_1_produced,train,academic,2
b1g-fragment02_1261_524_4_1_written,train,academic,2
b1g-fragment02_1261_524_13_1_covering,train,academic,2
b1g-fragment02_1262_525_8_1_involve,train,academic,2
b1g-fragment02_1263_526_4_1_understand,train,academic,2
b1g-fragment02_1264_527_1_1_included,train,academic,2
b1g-fragment02_1264_527_7_1_detecting,train,academic,2
b1g-fragment02_1264_527_13_1_warning,train,academic,2
b1g-fragment02_1264_527_18_1_affected,train,academic,2
b1g-fragment02_1265_528_2_1_includes,train,academic,2
b1g-fragment02_1265_528_6_1_including,train,academic,2
b1g-fragment02_1265_528_10_1_cope,train,academic,2
b1g-fragment02_1265_528_24_1_following,train,academic,2
b1g-fragment02_1266_529_6_1_noted,train,academic,2
b1g-fragment02_1266_529_11_1_devoted,train,academic,2
b1g-fragment02_1266_529_19_1_going,train,academic,2
b1g-fragment02_1268_531_19_1_give,train,academic,2
b1g-fragment02_1269_532_5_1_carrying,train,academic,2
b1g-fragment02_1269_532_13_1_derailed,train,academic,2
b1g-fragment02_1269_532_17_1_causing,train,academic,2
b1g-fragment02_1270_533_2_1_led,train,academic,2
b1g-fragment02_1270_533_12_1_staggered,train,academic,2
b1g-fragment02_1270_533_16_1_led,train,academic,2
b1g-fragment02_1271_534_7_1_relied,train,academic,2
b1g-fragment02_1271_534_13_1_went,train,academic,2
b1g-fragment02_1271_534_15_1_stay,train,academic,2
b1g-fragment02_1271_534_24_1_relying,train,academic,2
b1g-fragment02_1272_535_11_1_occurred,train,academic,2
b1g-fragment02_1272_535_18_1_affected,train,academic,2
b1g-fragment02_1273_536_6_1_prepared,train,academic,2
b1g-fragment02_1273_536_7_1_stimulated,train,academic,2
b1g-fragment02_1273_536_10_1_implementing,train,academic,2
b1g-fragment02_1273_536_13_1_designed,train,academic,2
b1g-fragment02_1273_536_16_1_cope,train,academic,2
b1g-fragment02_1274_537_7_1_note,train,academic,2
b1g-fragment02_1274_537_20_1_established,train,academic,2
b1g-fragment02_1274_537_23_1_charged,train,academic,2
b1g-fragment02_1274_537_25_1_dealing,train,academic,2
b1g-fragment02_1275_538_18_1_involving,train,academic,2
b1g-fragment02_1275_538_22_1_lost,train,academic,2
b1g-fragment02_1275_538_24_1_led,train,academic,2
b1g-fragment02_1275_538_35_1_established,train,academic,2
b1g-fragment02_1277_540_10_1_go,train,academic,2
b1g-fragment02_1277_540_24_1_highlight,train,academic,2
b1g-fragment02_1278_541_3_1_say,train,academic,2
b1g-fragment02_1278_541_13_1_brought,train,academic,2
b1g-fragment02_1278_541_23_1_account,train,academic,2
b1g-fragment02_1279_542_8_1_died,train,academic,2
b1g-fragment02_1279_542_24_1_caused,train,academic,2
b1g-fragment02_1280_543_3_1_made,train,academic,2
b1g-fragment02_1280_543_16_1_concluded,train,academic,2
b1g-fragment02_1280_543_23_1_measured,train,academic,2
b1g-fragment02_1280_543_26_1_lost,train,academic,2
b1g-fragment02_1280_543_28_1_increasing,train,academic,2
b1g-fragment02_1283_546_11_1_going,train,academic,2
b1g-fragment02_1284_547_8_1_arose,train,academic,2
b1g-fragment02_1284_547_22_1_reduce,train,academic,2
b1g-fragment02_1285_548_9_1_ignored,train,academic,2
b1g-fragment02_1285_548_19_1_concentrated,train,academic,2
b1g-fragment02_1286_549_11_1_involved,train,academic,2
b1g-fragment02_1286_549_35_1_monitored,train,academic,2
b1g-fragment02_1286_549_37_1_culminating,train,academic,2
b1g-fragment02_1287_550_10_1_illustrate,train,academic,2
b1g-fragment02_1287_550_22_1_considered,train,academic,2
b1g-fragment02_1288_551_5_1_examined,train,academic,2
b1g-fragment02_1289_552_3_1_show,train,academic,2
b1g-fragment02_1289_552_6_1_increased,train,academic,2
b1g-fragment02_1289_552_9_1_landsliding,train,academic,2
b1g-fragment02_1290_553_14_1_modelled,train,academic,2
b1g-fragment02_1291_554_10_1_understood,train,academic,2
b1g-fragment02_1291_554_15_1_identified,train,academic,2
b1g-fragment02_1295_558_3_1_describes,train,academic,2
b1g-fragment02_1295_558_17_1_affecting,train,academic,2
b1g-fragment02_1296_559_4_1_placed,train,academic,2
b1g-fragment02_1296_559_21_1_implement,train,academic,2
b1g-fragment02_1296_559_25_1_based,train,academic,2
b1g-fragment02_1296_559_37_1_used,train,academic,2
b1g-fragment02_1297_560_8_1_focused,train,academic,2
b1g-fragment02_1298_561_3_1_led,train,academic,2
b1g-fragment02_1298_561_9_1_develop,train,academic,2
b1g-fragment02_1299_562_2_1_achieve,train,academic,2
b1g-fragment02_1299_562_5_1_concentrated,train,academic,2
b1g-fragment02_1299_562_17_1_explored,train,academic,2
b1g-fragment02_1300_563_24_1_produce,train,academic,2
b1g-fragment02_1301_564_19_1_varies,train,academic,2
b1g-fragment02_1302_565_4_1_appear,train,academic,2
b1g-fragment02_1302_565_14_1_passing,train,academic,2
b1g-fragment02_1303_566_5_1_illustrated,train,academic,2
b1g-fragment02_1304_567_10_1_affected,train,academic,2
b1g-fragment02_1304_567_17_1_located,train,academic,2
b1g-fragment02_1304_567_31_1_inflicted,train,academic,2
b1g-fragment02_1307_570_8_1_embracing,train,academic,2
b1g-fragment02_1308_571_2_1_covers,train,academic,2
b1g-fragment02_1309_572_4_1_consider,train,academic,2
b1g-fragment02_1309_572_15_1_given,train,academic,2
b1g-fragment02_1310_573_20_1_funded,train,academic,2
b1g-fragment02_1311_574_18_1_conduct,train,academic,2
b1g-fragment02_1312_575_3_1_liaises,train,academic,2
b1g-fragment02_1313_576_5_1_used,train,academic,2
b1g-fragment02_1313_576_10_1_discussed,train,academic,2
b1g-fragment02_1314_577_11_1_review,train,academic,2
b1g-fragment02_1315_578_2_1_seems,train,academic,2
b1g-fragment02_1315_578_4_1_stating,train,academic,2
b1g-fragment02_1315_578_20_1_proceed,train,academic,2
b1g-fragment02_1316_579_4_1_collect,train,academic,2
b1g-fragment02_1316_579_23_1_examine,train,academic,2
b1g-fragment02_1317_580_4_1_generated,train,academic,2
b1g-fragment02_1317_580_8_1_see,train,academic,2
b1g-fragment02_1317_580_21_1_exemplified,train,academic,2
b1g-fragment02_1317_580_29_1_see,train,academic,2
b1g-fragment02_1318_581_3_1_search,train,academic,2
b1g-fragment02_1319_582_6_1_begin,train,academic,2
b1g-fragment02_1319_582_8_1_hypothesizing,train,academic,2
b1g-fragment02_1319_582_17_1_collect,train,academic,2
b1g-fragment02_1319_582_20_1_test,train,academic,2
b1g-fragment02_1320_583_5_1_suggested,train,academic,2
b1g-fragment02_1320_583_9_1_want,train,academic,2
b1g-fragment02_1320_583_11_1_collect,train,academic,2
b1g-fragment02_1320_583_17_1_assess,train,academic,2
b1g-fragment02_1321_584_21_1_generated,train,academic,2
b1g-fragment02_1322_585_9_1_given,train,academic,2
b1g-fragment02_1322_585_22_1_generated,train,academic,2
b1g-fragment02_1323_586_6_1_suggested,train,academic,2
b1g-fragment02_1323_586_21_1_examined,train,academic,2
b1g-fragment02_1323_586_26_1_including,train,academic,2
b1g-fragment02_1324_587_5_1_provided,train,academic,2
b1g-fragment02_1325_588_7_1_privatized,train,academic,2
b1g-fragment02_1325_588_9_1_split,train,academic,2
b1g-fragment02_1325_588_14_1_funding,train,academic,2
b1g-fragment02_1325_588_20_1_assess,train,academic,2
b1g-fragment02_1325_588_28_1_announced,train,academic,2
b1g-fragment02_1325_588_30_1_aims,train,academic,2
b1g-fragment02_1325_588_32_1_look,train,academic,2
b1g-fragment02_1328_591_2_1_seems,train,academic,2
b1g-fragment02_1328_591_6_1_growing,train,academic,2
b1g-fragment02_1328_591_9_1_examining,train,academic,2
b1g-fragment02_1329_592_2_1_work,train,academic,2
b1g-fragment02_1329_592_10_1_reviewed,train,academic,2
b1g-fragment02_1329_592_14_1_note,train,academic,2
b1g-fragment02_1331_594_3_1_taken,train,academic,2
b1g-fragment02_1331_594_14_1_estimates,train,academic,2
b1g-fragment02_1332_595_4_1_suggest,train,academic,2
b1g-fragment02_1332_595_12_1_caused,train,academic,2
b1g-fragment02_1333_596_4_1_trapped,train,academic,2
b1g-fragment02_1333_596_10_1_produced,train,academic,2
b1g-fragment02_1333_596_24_1_measured,train,academic,2
b1g-fragment02_1334_597_6_1_assessing,train,academic,2
b1g-fragment02_1334_597_12_1_varies,train,academic,2
b1g-fragment02_1334_597_17_1_house,train,academic,2
b1g-fragment02_1335_598_2_1_designed,train,academic,2
b1g-fragment02_1335_598_7_1_required,train,academic,2
b1g-fragment02_1335_598_9_1_measure,train,academic,2
b1g-fragment02_1335_598_17_1_controlling,train,academic,2
b1g-fragment02_1336_599_6_1_merit,train,academic,2
b1g-fragment02_1336_599_10_1_involved,train,academic,2
b1g-fragment02_1336_599_18_1_include,train,academic,2
b1g-fragment02_1337_600_12_1_known,train,academic,2
b1g-fragment02_1337_600_17_1_given,train,academic,2
b1g-fragment02_1337_600_20_1_polychlorinated,train,academic,2
b1g-fragment02_1337_600_29_1_known,train,academic,2
b1g-fragment02_1338_601_10_1_aims,train,academic,2
b1g-fragment02_1338_601_12_1_create,train,academic,2
b1g-fragment02_1338_601_21_1_use,train,academic,2
b1g-fragment02_1338_601_28_1_examine,train,academic,2
b1g-fragment02_1339_602_11_1_note,train,academic,2
b1g-fragment02_1339_602_24_1_containing,train,academic,2
b1g-fragment02_1341_604_4_1_assessing,train,academic,2
b1g-fragment02_1343_606_5_1_implied,train,academic,2
b1g-fragment02_1343_606_11_1_play,train,academic,2
b1g-fragment02_1343_606_27_1_coping,train,academic,2
b1g-fragment02_1343_606_32_1_evaluating,train,academic,2
b1g-fragment02_1344_607_3_1_described,train,academic,2
b1g-fragment02_1344_607_5_1_illustrate,train,academic,2
b1g-fragment02_1344_607_13_1_appear,train,academic,2
b1g-fragment02_1344_607_27_1_played,train,academic,2
b1g-fragment02_1346_609_8_1_undertaken,train,academic,2
b1g-fragment02_1346_609_10_1_apply,train,academic,2
b1g-fragment02_1347_610_6_1_concentrated,train,academic,2
b1g-fragment02_1348_611_3_1_made,train,academic,2
b1g-fragment02_1348_611_21_1_prepared,train,academic,2
b1g-fragment02_1349_612_6_1_focused,train,academic,2
b1g-fragment02_1349_612_8_1_developing,train,academic,2
b1g-fragment02_1349_612_25_1_aid,train,academic,2
b1g-fragment02_1350_613_3_1_required,train,academic,2
b1g-fragment02_1350_613_10_1_implemented,train,academic,2
b1g-fragment02_1351_614_3_1_written,train,academic,2
b1g-fragment02_1351_614_7_1_using,train,academic,2
b1g-fragment02_1353_616_2_1_opens,train,academic,2
b1g-fragment02_1353_616_15_1_used,train,academic,2
b1g-fragment02_1356_619_3_1_incorporates,train,academic,2
b1g-fragment02_1357_620_6_1_provided,train,academic,2
b1g-fragment02_1357_620_13_1_undertaking,train,academic,2
b1g-fragment02_1357_620_15_1_digitizing,train,academic,2
b1g-fragment02_1358_621_3_1_referenced,train,academic,2
b1g-fragment02_1358_621_5_1_incorporated,train,academic,2
b1g-fragment02_1358_621_9_1_include,train,academic,2
b1g-fragment02_1358_621_23_1_displayed,train,academic,2
b1g-fragment02_1358_621_29_1_obtained,train,academic,2
b1g-fragment02_1359_622_3_1_permits,train,academic,2
b1g-fragment02_1359_622_8_1_made,train,academic,2
b1g-fragment02_1360_623_4_1_incorporates,train,academic,2
b1g-fragment02_1360_623_10_1_uses,train,academic,2
b1g-fragment02_1360_623_15_1_find,train,academic,2
b1g-fragment02_1361_624_2_1_predating,train,academic,2
b1g-fragment02_1361_624_22_1_remind,train,academic,2
b1g-fragment02_1361_624_29_1_appraising,train,academic,2
b1g-fragment02_1362_625_1_1_using,train,academic,2
b1g-fragment02_1362_625_6_1_called,train,academic,2
b1g-fragment02_1362_625_11_1_examined,train,academic,2
b1g-fragment02_1362_625_23_1_intersect,train,academic,2
b1g-fragment02_1362_625_27_1_related,train,academic,2
b1g-fragment02_1362_625_37_1_made,train,academic,2
b1g-fragment02_1363_626_2_1_demonstrated,train,academic,2
b1g-fragment02_1363_626_24_1_find,train,academic,2
b1g-fragment02_1364_627_2_1_suggested,train,academic,2
b1g-fragment02_1364_627_16_1_identified,train,academic,2
b1g-fragment02_1364_627_27_1_performed,train,academic,2
b1g-fragment02_1365_628_6_1_shown,train,academic,2
b1g-fragment02_1365_628_11_1_used,train,academic,2
b1g-fragment02_1365_628_13_1_monitoring,train,academic,2
b1g-fragment02_1366_629_2_1_propose,train,academic,2
b1g-fragment02_1366_629_17_1_integrated,train,academic,2
b1g-fragment02_1366_629_25_1_show,train,academic,2
b1g-fragment02_1366_629_29_1_involve,train,academic,2
b1g-fragment02_1367_630_3_1_include,train,academic,2
b1g-fragment02_1368_631_7_1_used,train,academic,2
b1g-fragment02_1368_631_9_1_determine,train,academic,2
b1g-fragment02_1369_632_5_1_finding,train,academic,2
b1g-fragment02_1370_633_9_1_shows,train,academic,2
b1g-fragment02_1370_633_17_1_imposed,train,academic,2
b1g-fragment02_1370_633_38_1_bordering,train,academic,2
b1g-fragment02_1371_634_4_1_carried,train,academic,2
b1g-fragment02_1371_634_12_1_handling,train,academic,2
b1g-fragment02_1371_634_16_1_following,train,academic,2
b1g-fragment02_1372_635_12_1_given,train,academic,2
b1g-fragment02_1372_635_16_1_co-ordinating,train,academic,2
b1g-fragment02_1372_635_21_1_installing,train,academic,2
b1g-fragment02_1372_635_27_1_acting,train,academic,2
b1g-fragment02_1373_636_5_1_become,train,academic,2
b1g-fragment02_1373_636_6_1_known,train,academic,2
b1g-fragment02_1373_636_36_1_arise,train,academic,2
b1g-fragment02_1374_637_9_1_take,train,academic,2
b1g-fragment02_1375_638_12_1_installed,train,academic,2
b1g-fragment02_1376_639_4_1_taken,train,academic,2
b1g-fragment02_1376_639_12_1_transmitted,train,academic,2
b1g-fragment02_1378_641_12_1_dealt,train,academic,2
b1g-fragment02_1378_641_39_1_get,train,academic,2
b1g-fragment02_1378_641_64_1_get,train,academic,2
b1g-fragment02_1379_642_9_1_completed,train,academic,2
b1g-fragment02_1379_642_25_1_established,train,academic,2
b1g-fragment02_1380_643_1_1_given,train,academic,2
b1g-fragment02_1380_643_13_1_raised,train,academic,2
b1g-fragment02_1380_643_25_1_need,train,academic,2
b1g-fragment02_1380_643_27_1_supplement,train,academic,2
b1g-fragment02_1381_644_8_1_addressed,train,academic,2
b1g-fragment02_1381_644_9_1_concerning,train,academic,2
b1g-fragment02_1381_644_19_1_elaborated,train,academic,2
b1g-fragment02_1382_645_5_1_discussed,train,academic,2
b1g-fragment02_1382_645_12_1_involving,train,academic,2
b1g-fragment02_1382_645_19_1_living,train,academic,2
b1g-fragment02_1383_646_5_1_outlines,train,academic,2
b1g-fragment02_1383_646_8_1_affected,train,academic,2
b1g-fragment02_1383_646_13_1_determined,train,academic,2
b1g-fragment02_1383_646_20_1_allocated,train,academic,2
b1g-fragment02_1383_646_30_1_identified,train,academic,2
b1g-fragment02_1383_646_34_1_implemented,train,academic,2
b1g-fragment02_1384_647_4_1_provided,train,academic,2
b1g-fragment02_1384_647_12_1_evaluate,train,academic,2
b1g-fragment02_1385_648_3_1_describes,train,academic,2
b1g-fragment02_1386_649_2_1_describes,train,academic,2
b1g-fragment02_1386_649_8_1_digitized,train,academic,2
b1g-fragment02_1386_649_11_1_analyzed,train,academic,2
b1g-fragment02_1386_649_12_1_using,train,academic,2
b1g-fragment02_1387_650_2_1_determines,train,academic,2
b1g-fragment02_1387_650_10_1_allocated,train,academic,2
b1g-fragment02_1387_650_18_1_makes,train,academic,2
b1g-fragment02_1387_650_22_1_outline,train,academic,2
b1g-fragment02_1387_650_29_1_define,train,academic,2
b1g-fragment02_1387_650_37_1_summarize,train,academic,2
b1g-fragment02_1387_650_41_1_provides,train,academic,2
b1g-fragment02_1387_650_55_1_assigned,train,academic,2
b1g-fragment02_1387_650_57_1_according,train,academic,2
b1g-fragment02_1388_651_2_1_gives,train,academic,2
b1g-fragment02_1388_651_8_1_including,train,academic,2
b1g-fragment02_1389_652_2_1_combined,train,academic,2
b1g-fragment02_1389_652_16_1_handled,train,academic,2
b1g-fragment02_1390_653_7_1_combined,train,academic,2
b1g-fragment02_1390_653_17_1_predict,train,academic,2
b1g-fragment02_1391_654_3_1_illustrates,train,academic,2
b1g-fragment02_1391_654_13_1_finding,train,academic,2
b1g-fragment02_1392_655_19_1_overlaid,train,academic,2
b1g-fragment02_1392_655_26_1_act,train,academic,2
b1g-fragment02_1393_656_6_1_minimized,train,academic,2
b1g-fragment02_1395_658_24_1_minimize,train,academic,2
b1g-fragment02_1395_658_28_1_maximize,train,academic,2
b1g-fragment02_1397_660_2_1_discuss,train,academic,2
b1g-fragment02_1397_660_19_1_examining,train,academic,2
b1g-fragment02_1398_661_5_1_informed,train,academic,2
b1g-fragment02_1398_661_19_1_come,train,academic,2
b1g-fragment02_1398_661_36_1_pay,train,academic,2
b1g-fragment02_1399_662_5_1_see,train,academic,2
b1g-fragment02_1400_663_7_1_model,train,academic,2
b1g-fragment02_1400_663_13_1_allowing,train,academic,2
b1g-fragment02_1400_663_17_1_enter,train,academic,2
b1g-fragment02_1400_663_20_1_omitted,train,academic,2
b1g-fragment02_1401_664_4_1_offered,train,academic,2
b1g-fragment02_1401_664_17_1_used,train,academic,2
b1g-fragment02_1401_664_26_1_speeded,train,academic,2
b1g-fragment02_1401_664_33_1_using,train,academic,2
b1g-fragment02_1402_665_3_1_examine,train,academic,2
b1g-fragment02_1402_665_11_1_use,train,academic,2
b1g-fragment02_1402_665_17_1_allow,train,academic,2
b1g-fragment02_1402_665_21_1_enter,train,academic,2
b1g-fragment02_1403_666_3_1_include,train,academic,2
b1g-fragment02_1404_667_5_1_added,train,academic,2
b1g-fragment02_1404_667_8_1_see,train,academic,2
b1g-fragment02_1404_667_15_1_shrinks,train,academic,2
b1g-fragment02_1404_667_23_1_set,train,academic,2
b1g-fragment02_1404_667_36_1_remains,train,academic,2
b1g-fragment02_1404_667_45_1_reduces,train,academic,2
b1g-fragment02_1405_668_2_1_adding,train,academic,2
b1g-fragment02_1405_668_8_1_lowers,train,academic,2
b1g-fragment02_1406_669_4_1_pretend,train,academic,2
b1g-fragment02_1406_669_27_1_goes,train,academic,2
b1g-fragment02_1406_669_31_1_satisfying,train,academic,2
b1g-fragment02_1407_670_14_1_conducted,train,academic,2
b1g-fragment02_1407_670_23_1_matched,train,academic,2
b1g-fragment02_1408_671_5_1_working,train,academic,2
b1g-fragment02_1408_671_10_1_use,train,academic,2
b1g-fragment02_1408_671_34_1_drained,train,academic,2
b1g-fragment02_1408_671_39_1_see,train,academic,2
b1g-fragment02_1410_673_14_1_requires,train,academic,2
b1g-fragment02_1410_673_29_1_identified,train,academic,2
b1g-fragment02_1411_674_8_1_posed,train,academic,2
b1g-fragment02_1411_674_17_1_conducted,train,academic,2
b1g-fragment02_1411_674_19_1_using,train,academic,2
b1g-fragment02_1411_674_22_1_monitor,train,academic,2
b1g-fragment02_1412_675_15_1_consume,train,academic,2
b1g-fragment02_1412_675_23_1_consumes,train,academic,2
b1g-fragment02_1413_676_4_1_demands,train,academic,2
b1g-fragment02_1414_677_4_1_suggests,train,academic,2
b1g-fragment02_1414_677_7_1_expect,train,academic,2
b1g-fragment02_1414_677_9_1_sensing,train,academic,2
b1g-fragment02_1414_677_12_1_play,train,academic,2
b1g-fragment02_1415_678_5_1_use,train,academic,2
b1g-fragment02_1415_678_12_1_construct,train,academic,2
b1g-fragment02_1415_678_21_1_uses,train,academic,2
b1g-fragment02_1415_678_32_1_see,train,academic,2
b1g-fragment02_1416_679_21_1_build,train,academic,2
b1g-fragment02_1416_679_26_1_shows,train,academic,2
b1g-fragment02_1417_680_6_1_used,train,academic,2
b1g-fragment02_1418_681_11_1_uses,train,academic,2
b1g-fragment02_1418_681_14_1_look,train,academic,2
b1g-fragment02_1419_682_1_1_using,train,academic,2
b1g-fragment02_1419_682_5_1_predict,train,academic,2
b1g-fragment02_1419_682_14_1_intersect,train,academic,2
b1g-fragment02_1419_682_25_1_assess,train,academic,2
